Show Name,Show Theatre,Show Type,Attendance,Gross,Performances,Date,Average Ticket Price in week
Cabaret 98,Studio 54 ('98),Musical,6205,371860,8,27/10/2002,59.9291
Chicago,Shubert,Musical,7973,439373,8,27/10/2002,55.1076
Flower Drum Song,Virginia,Musical,8753,613171,8,27/10/2002,70.0527
Frankie And Johnny In The Claire De Lune,Belasco,Play,7022,471575,8,27/10/2002,67.1568
Hairspray,Neil Simon,Musical,11560,963257,8,27/10/2002,83.3267
Into The Woods '02,Broadhurst,Musical,6739,373639,8,27/10/2002,55.4443
Les Miserables,Imperial,Musical,7864,365371,8,27/10/2002,46.4612
Mamma Mia!,Cadillac Winter Garden,Musical,12049,1022005,8,27/10/2002,84.8207
Metamorphoses,Circle In The Square,Play,3785,175674,8,27/10/2002,46.4132
Movin' Out,Richard Rodgers,Musical,10090,571748,4,27/10/2002,56.6648
Oklahoma!,Gershwin,Musical,9471,610174,8,27/10/2002,64.4255
Proof,Walter Kerr,Play,4488,216195,8,27/10/2002,48.1718
Prune Danish,Royale,Play,4101,228835,7,27/10/2002,55.7998
Rent,Nederlander,Musical,7314,409520,8,27/10/2002,55.9912
"Say Goodnight, Gracie",Helen Hayes,Play,3543,154680,8,27/10/2002,43.6579
"The Goat, Or Who Is Sylvia?",Golden,Play,5054,242970,8,27/10/2002,48.0748
The Graduate,Plymouth,Play,5128,280180,8,27/10/2002,54.6373
The Lion King,New Amsterdam,Musical,14458,1110331,8,27/10/2002,76.797
The Phantom Of The Opera,Majestic,Musical,9044,535450,8,27/10/2002,59.205
The Producers,St. James,Musical,13141,1121994,8,27/10/2002,85.3812
Thoroughly Modern Millie,Marquis,Musical,11735,845488,8,27/10/2002,72.0484
Urinetown,Henry Miller,Musical,4376,300703,8,27/10/2002,68.7164
42Nd Street '01,Ford Center,Musical,9893,604301,8,03/11/2002,61.0837
Aida,Palace,Musical,10692,623759,8,03/11/2002,58.3389
Amour,Music Box,Musical,2815,138682,8,03/11/2002,49.2654
Beauty And The Beast,Lunt-Fontanne,Musical,9451,542476,8,03/11/2002,57.3988
Cabaret 98,Studio 54 ('98),Musical,5661,329445,8,03/11/2002,58.1955
Chicago,Shubert,Musical,7491,391894,8,03/11/2002,52.3153
Flower Drum Song,Virginia,Musical,8714,595578,8,03/11/2002,68.3473
Frankie And Johnny In The Claire De Lune,Belasco,Play,6687,434464,8,03/11/2002,64.9714
Hairspray,Neil Simon,Musical,11560,954969,8,03/11/2002,82.6098
Hollywood Arms,Cort,Play,3771,170190,4,03/11/2002,45.1313
Into The Woods '02,Broadhurst,Musical,5832,323603,8,03/11/2002,55.4875
Les Miserables,Imperial,Musical,7130,345019,8,03/11/2002,48.3898
Mamma Mia!,Cadillac Winter Garden,Musical,10851,922136,8,03/11/2002,84.9817
Metamorphoses,Circle In The Square,Play,3332,164046,8,03/11/2002,49.2335
Movin' Out,Richard Rodgers,Musical,9462,644036,8,03/11/2002,68.0655
Oklahoma!,Gershwin,Musical,8210,469633,8,03/11/2002,57.2026
Proof,Walter Kerr,Play,3622,175262,8,03/11/2002,48.3882
Prune Danish,Royale,Play,3821,214206,6,03/11/2002,56.0602
Rent,Nederlander,Musical,6209,331463,8,03/11/2002,53.3843
"Say Goodnight, Gracie",Helen Hayes,Play,2390,115095,8,03/11/2002,48.1569
"The Goat, Or Who Is Sylvia?",Golden,Play,4326,203583,8,03/11/2002,47.0603
The Graduate,Plymouth,Play,4718,245726,8,03/11/2002,52.0827
The Lion King,New Amsterdam,Musical,13996,1074602,8,03/11/2002,76.7792
The Phantom Of The Opera,Majestic,Musical,8223,462923,8,03/11/2002,56.2961
The Producers,St. James,Musical,12036,1034770,8,03/11/2002,85.9729
Thoroughly Modern Millie,Marquis,Musical,9633,691536,8,03/11/2002,71.7882
Urinetown,Henry Miller,Musical,3589,243247,8,03/11/2002,67.7757
42Nd Street '01,Ford Center,Musical,10653,697612,8,10/11/2002,65.485
Aida,Palace,Musical,10491,633318,8,10/11/2002,60.3677
Beauty And The Beast,Lunt-Fontanne,Musical,10217,627662,8,10/11/2002,61.4331
Cabaret 98,Studio 54 ('98),Musical,6547,384993,8,10/11/2002,58.8045
Chicago,Shubert,Musical,9179,505774,8,10/11/2002,55.1012
Flower Drum Song,Virginia,Musical,9156,639336,8,10/11/2002,69.827
Frankie And Johnny In The Claire De Lune,Belasco,Play,6889,453739,8,10/11/2002,65.8643
Hairspray,Neil Simon,Musical,11544,981545,8,10/11/2002,85.0264
Hollywood Arms,Cort,Play,5165,236193,8,10/11/2002,45.7295
Into The Woods '02,Broadhurst,Musical,6100,344916,8,10/11/2002,56.5436
Les Miserables,Imperial,Musical,8762,418681,8,10/11/2002,47.7837
Mamma Mia!,Cadillac Winter Garden,Musical,11901,1007670,8,10/11/2002,84.671
Metamorphoses,Circle In The Square,Play,3610,182222,8,10/11/2002,50.477
Movin' Out,Richard Rodgers,Musical,9828,772654,8,10/11/2002,78.6176
Oklahoma!,Gershwin,Musical,10156,630708,8,10/11/2002,62.102
Proof,Walter Kerr,Play,4803,229083,8,10/11/2002,47.6958
Prune Danish,Royale,Play,5192,288437,7,10/11/2002,55.5541
Rent,Nederlander,Musical,8234,441220,8,10/11/2002,53.5851
"Say Goodnight, Gracie",Helen Hayes,Play,3328,171872,8,10/11/2002,51.6442
"The Goat, Or Who Is Sylvia?",Golden,Play,4864,260590,8,10/11/2002,53.5752
The Graduate,Plymouth,Play,6361,336838,8,10/11/2002,52.9536
The Lion King,New Amsterdam,Musical,14489,1109267,8,10/11/2002,76.5593
The Phantom Of The Opera,Majestic,Musical,9861,555417,8,10/11/2002,56.3246
The Producers,St. James,Musical,12936,1100028,8,10/11/2002,85.0362
Thoroughly Modern Millie,Marquis,Musical,11269,827175,8,10/11/2002,73.4027
Urinetown,Henry Miller,Musical,4068,292352,8,10/11/2002,71.8663
42Nd Street '01,Ford Center,Musical,9580,613380,8,17/11/2002,64.0271
Aida,Palace,Musical,10061,609825,8,17/11/2002,60.6128
Beauty And The Beast,Lunt-Fontanne,Musical,8930,531135,8,17/11/2002,59.4776
Cabaret 98,Studio 54 ('98),Musical,5798,341551,8,17/11/2002,58.9084
Chicago,Shubert,Musical,7940,450120,8,17/11/2002,56.6902
Def Poetry Jam,Longacre,Play,4144,135327,6,17/11/2002,32.6561
Flower Drum Song,Virginia,Musical,9172,633708,8,17/11/2002,69.0916
Frankie And Johnny In The Claire De Lune,Belasco,Play,7091,450011,8,17/11/2002,63.4623
Hairspray,Neil Simon,Musical,11543,961964,8,17/11/2002,83.3374
Hollywood Arms,Cort,Play,5465,269853,8,17/11/2002,49.3784
Into The Woods '02,Broadhurst,Musical,5071,285211,8,17/11/2002,56.2435
Les Miserables,Imperial,Musical,8746,382700,8,17/11/2002,43.7571
Mamma Mia!,Cadillac Winter Garden,Musical,11339,961555,8,17/11/2002,84.8007
Metamorphoses,Circle In The Square,Play,3570,186990,8,17/11/2002,52.3782
Movin' Out,Richard Rodgers,Musical,9579,750459,8,17/11/2002,78.3442
Oklahoma!,Gershwin,Musical,9029,561965,8,17/11/2002,62.24
Proof,Walter Kerr,Play,4167,223036,8,17/11/2002,53.5244
Prune Danish,Royale,Play,5370,319280,7,17/11/2002,59.4562
Rent,Nederlander,Musical,7353,389629,8,17/11/2002,52.9891
"Say Goodnight, Gracie",Helen Hayes,Play,2955,150305,8,17/11/2002,50.8646
"The Goat, Or Who Is Sylvia?",Golden,Play,4498,246181,8,17/11/2002,54.7312
The Graduate,Plymouth,Play,5832,317175,8,17/11/2002,54.3853
The Lion King,New Amsterdam,Musical,13968,1069222,8,17/11/2002,76.548
The Phantom Of The Opera,Majestic,Musical,8360,454591,8,17/11/2002,54.3769
The Producers,St. James,Musical,12473,1067352,8,17/11/2002,85.573
Thoroughly Modern Millie,Marquis,Musical,10747,768066,8,17/11/2002,71.4679
Urinetown,Henry Miller,Musical,4013,268569,8,17/11/2002,66.9247
42Nd Street '01,Ford Center,Musical,8847,556370,8,24/11/2002,62.888
Aida,Palace,Musical,9814,565456,8,24/11/2002,57.6173
Beauty And The Beast,Lunt-Fontanne,Musical,9710,565004,8,24/11/2002,58.1878
Cabaret 98,Studio 54 ('98),Musical,5800,332215,8,24/11/2002,57.2784
Chicago,Shubert,Musical,7749,416193,8,24/11/2002,53.7093
Def Poetry Jam,Longacre,Play,3862,134406,8,24/11/2002,34.8022
Flower Drum Song,Virginia,Musical,6665,497389,8,24/11/2002,74.627
Frankie And Johnny In The Claire De Lune,Belasco,Play,7036,463009,8,24/11/2002,65.8057
Hairspray,Neil Simon,Musical,11543,980420,8,24/11/2002,84.9363
Hollywood Arms,Cort,Play,3391,157975,8,24/11/2002,46.5866
Into The Woods '02,Broadhurst,Musical,5792,331516,8,24/11/2002,57.2369
Les Miserables,Imperial,Musical,9076,483598,8,24/11/2002,53.2832
Mamma Mia!,Cadillac Winter Garden,Musical,11477,977337,8,24/11/2002,85.1561
Metamorphoses,Circle In The Square,Play,3289,160983,8,24/11/2002,48.9459
Movin' Out,Richard Rodgers,Musical,9433,754938,8,24/11/2002,80.0316
Oklahoma!,Gershwin,Musical,7387,447772,8,24/11/2002,60.6162
Proof,Walter Kerr,Play,3094,147383,8,24/11/2002,47.6351
Prune Danish,Royale,Play,4602,288327,7,24/11/2002,62.6525
Rent,Nederlander,Musical,7203,379771,8,24/11/2002,52.724
"Say Goodnight, Gracie",Helen Hayes,Play,2180,119836,8,24/11/2002,54.9706
"The Goat, Or Who Is Sylvia?",Golden,Play,4227,226145,8,24/11/2002,53.5001
The Graduate,Plymouth,Play,4282,204470,8,24/11/2002,47.7511
The Lion King,New Amsterdam,Musical,14283,1094189,8,24/11/2002,76.6078
The Phantom Of The Opera,Majestic,Musical,8869,495665,8,24/11/2002,55.8874
The Producers,St. James,Musical,12525,1071127,8,24/11/2002,85.5191
Thoroughly Modern Millie,Marquis,Musical,10434,734458,8,24/11/2002,70.3908
Urinetown,Henry Miller,Musical,3931,261919,8,24/11/2002,66.6291
42Nd Street '01,Ford Center,Musical,12190,869531,8,01/12/2002,71.3315
Aida,Palace,Musical,12096,807121,8,01/12/2002,66.7263
Beauty And The Beast,Lunt-Fontanne,Musical,11702,848868,8,01/12/2002,72.5404
Cabaret 98,Studio 54 ('98),Musical,5784,384792,8,01/12/2002,66.527
Chicago,Shubert,Musical,9448,567754,8,01/12/2002,60.0925
Def Poetry Jam,Longacre,Play,4433,157265,8,01/12/2002,35.476
Flower Drum Song,Virginia,Musical,7624,591677,8,01/12/2002,77.6072
Frankie And Johnny In The Claire De Lune,Belasco,Play,6852,470134,8,01/12/2002,68.6127
Hairspray,Neil Simon,Musical,11560,1013551,8,01/12/2002,87.6774
Hollywood Arms,Cort,Play,2109,108325,8,01/12/2002,51.3632
Into The Woods '02,Broadhurst,Musical,7004,482682,8,01/12/2002,68.9152
Les Miserables,Imperial,Musical,10828,656885,8,01/12/2002,60.6654
Mamma Mia!,Cadillac Winter Garden,Musical,12237,1051514,8,01/12/2002,85.9291
Metamorphoses,Circle In The Square,Play,3600,200107,8,01/12/2002,55.5853
Movin' Out,Richard Rodgers,Musical,10248,825384,8,01/12/2002,80.541
Oklahoma!,Gershwin,Musical,11402,844396,8,01/12/2002,74.0568
Proof,Walter Kerr,Play,3747,216326,8,01/12/2002,57.7331
Prune Danish,Royale,Play,4067,257632,5,01/12/2002,63.3469
Rent,Nederlander,Musical,9415,538586,8,01/12/2002,57.2051
"Say Goodnight, Gracie",Helen Hayes,Play,2377,124984,8,01/12/2002,52.5806
"The Goat, Or Who Is Sylvia?",Golden,Play,4661,251200,8,01/12/2002,53.894
The Graduate,Plymouth,Play,4819,265134,8,01/12/2002,55.0185
The Lion King,New Amsterdam,Musical,14521,1115845,8,01/12/2002,76.8435
The Phantom Of The Opera,Majestic,Musical,11710,762577,8,01/12/2002,65.1219
The Producers,St. James,Musical,13621,1148166,8,01/12/2002,84.2938
Thoroughly Modern Millie,Marquis,Musical,12480,974635,8,01/12/2002,78.0958
Urinetown,Henry Miller,Musical,4902,372187,8,01/12/2002,75.9255
42Nd Street '01,Ford Center,Musical,11756,820087,8,08/12/2002,69.759
Aida,Palace,Musical,10909,687437,8,08/12/2002,63.0156
Beauty And The Beast,Lunt-Fontanne,Musical,10451,676568,8,08/12/2002,64.7372
Cabaret 98,Studio 54 ('98),Musical,6033,383875,8,08/12/2002,63.6292
Chicago,Shubert,Musical,9041,544275,8,08/12/2002,60.2008
Def Poetry Jam,Longacre,Play,3310,125526,8,08/12/2002,37.9233
Flower Drum Song,Virginia,Musical,7539,566145,8,08/12/2002,75.0955
Frankie And Johnny In The Claire De Lune,Belasco,Play,7211,474162,8,08/12/2002,65.7554
Hairspray,Neil Simon,Musical,11560,1005041,8,08/12/2002,86.9413
Hollywood Arms,Cort,Play,3126,145061,8,08/12/2002,46.4047
Into The Woods '02,Broadhurst,Musical,6502,408543,8,08/12/2002,62.8334
La Bohème,Broadway,Musical,8113,512667,1,08/12/2002,63.1908
Les Miserables,Imperial,Musical,9656,537443,8,08/12/2002,55.659
Mamma Mia!,Cadillac Winter Garden,Musical,12187,1025712,8,08/12/2002,84.1644
Man Of La Mancha 02,Martin Beck,Musical,8394,610015,4,08/12/2002,72.6727
Metamorphoses,Circle In The Square,Play,3207,161472,8,08/12/2002,50.3499
Movin' Out,Richard Rodgers,Musical,9838,791026,8,08/12/2002,80.4052
Oklahoma!,Gershwin,Musical,10895,765904,8,08/12/2002,70.2987
Our Town 02,Booth,Play,5442,355206,5,08/12/2002,65.2712
Proof,Walter Kerr,Play,4034,199684,8,08/12/2002,49.5002
Rent,Nederlander,Musical,8320,468786,8,08/12/2002,56.3445
"Say Goodnight, Gracie",Helen Hayes,Play,3158,166761,8,08/12/2002,52.8059
"The Goat, Or Who Is Sylvia?",Golden,Play,5022,278967,8,08/12/2002,55.549
The Graduate,Plymouth,Play,5290,287056,8,08/12/2002,54.2639
The Lion King,New Amsterdam,Musical,14488,1117639,8,08/12/2002,77.1424
The Phantom Of The Opera,Majestic,Musical,9520,573104,8,08/12/2002,60.2
The Producers,St. James,Musical,13562,1163855,8,08/12/2002,85.8174
Thoroughly Modern Millie,Marquis,Musical,12232,939588,8,08/12/2002,76.8139
Urinetown,Henry Miller,Musical,4222,309756,8,08/12/2002,73.3671
42Nd Street '01,Ford Center,Musical,10507,710892,8,15/12/2002,67.6589
Aida,Palace,Musical,9972,634661,8,15/12/2002,63.6443
Beauty And The Beast,Lunt-Fontanne,Musical,9957,643275,8,15/12/2002,64.6053
Cabaret 98,Studio 54 ('98),Musical,6273,382773,8,15/12/2002,61.0191
Chicago,Shubert,Musical,8397,493851,8,15/12/2002,58.8128
Dance Of The Vampires,Minskoff,Musical,11751,641839,8,15/12/2002,54.6199
Def Poetry Jam,Longacre,Play,3793,133337,8,15/12/2002,35.1534
Flower Drum Song,Virginia,Musical,6701,488635,8,15/12/2002,72.9197
Frankie And Johnny In The Claire De Lune,Belasco,Play,7257,475445,8,15/12/2002,65.5154
Hairspray,Neil Simon,Musical,11560,1012049,8,15/12/2002,87.5475
Hollywood Arms,Cort,Play,2684,116963,8,15/12/2002,43.5779
Imaginary Friends,Ethel Barrymore,Play,4471,278420,4,15/12/2002,62.2724
Into The Woods '02,Broadhurst,Musical,6740,394298,8,15/12/2002,58.5012
La Bohème,Broadway,Musical,11053,766168,8,15/12/2002,69.3177
Les Miserables,Imperial,Musical,9680,546442,8,15/12/2002,56.4506
Mamma Mia!,Cadillac Winter Garden,Musical,12174,1022052,8,15/12/2002,83.9537
Man Of La Mancha 02,Martin Beck,Musical,9663,713207,8,15/12/2002,73.808
Medea 02,Brooks Atkinson,Play,4265,124017,6,15/12/2002,29.0778
Metamorphoses,Circle In The Square,Play,2586,131570,8,15/12/2002,50.8778
Movin' Out,Richard Rodgers,Musical,9563,786669,8,15/12/2002,82.2617
Oklahoma!,Gershwin,Musical,8999,596932,8,15/12/2002,66.3331
Our Town 02,Booth,Play,5939,389836,8,15/12/2002,65.64
Proof,Walter Kerr,Play,3549,175763,8,15/12/2002,49.5247
Rent,Nederlander,Musical,8498,467548,8,15/12/2002,55.0186
"Say Goodnight, Gracie",Helen Hayes,Play,2486,138660,8,15/12/2002,55.7763
"The Goat, Or Who Is Sylvia?",Golden,Play,4058,216967,8,15/12/2002,53.4665
The Graduate,Plymouth,Play,5324,269748,8,15/12/2002,50.6664
The Lion King,New Amsterdam,Musical,14485,1116868,8,15/12/2002,77.1051
The Phantom Of The Opera,Majestic,Musical,8810,540412,8,15/12/2002,61.3407
The Producers,St. James,Musical,13391,1139783,8,15/12/2002,85.1156
Thoroughly Modern Millie,Marquis,Musical,11368,868956,8,15/12/2002,76.4388
Urinetown,Henry Miller,Musical,4097,292018,8,15/12/2002,71.2761
42Nd Street '01,Ford Center,Musical,9654,621156,8,22/12/2002,64.3418
Aida,Palace,Musical,9078,560398,8,22/12/2002,61.7314
Beauty And The Beast,Lunt-Fontanne,Musical,9849,680913,8,22/12/2002,69.1352
Cabaret 98,Studio 54 ('98),Musical,5119,330952,8,22/12/2002,64.6517
Chicago,Shubert,Musical,9163,501292,8,22/12/2002,54.7083
Dance Of The Vampires,Minskoff,Musical,6670,497298,8,22/12/2002,74.5574
Def Poetry Jam,Longacre,Play,4323,152155,8,22/12/2002,35.1966
Dinner At Eight,Vivian Beaumont,Play,6059,229143,5,22/12/2002,37.8186
Flower Drum Song,Virginia,Musical,5736,416918,8,22/12/2002,72.6844
Frankie And Johnny In The Claire De Lune,Belasco,Play,7017,462487,8,22/12/2002,65.9095
Hairspray,Neil Simon,Musical,11560,1011930,8,22/12/2002,87.5372
Hollywood Arms,Cort,Play,2576,91094,8,22/12/2002,35.3626
Imaginary Friends,Ethel Barrymore,Play,4453,272343,8,22/12/2002,61.1594
Into The Woods '02,Broadhurst,Musical,6300,417784,8,22/12/2002,66.3149
La Bohème,Broadway,Musical,11485,772061,8,22/12/2002,67.2234
Les Miserables,Imperial,Musical,10429,594623,8,22/12/2002,57.0163
Mamma Mia!,Cadillac Winter Garden,Musical,11937,1022746,8,22/12/2002,85.6786
Man Of La Mancha 02,Martin Beck,Musical,9789,705627,8,22/12/2002,72.0837
Medea 02,Brooks Atkinson,Play,4484,141154,7,22/12/2002,31.4795
Metamorphoses,Circle In The Square,Play,2987,138901,8,22/12/2002,46.5018
Movin' Out,Richard Rodgers,Musical,9203,758940,8,22/12/2002,82.4666
Oklahoma!,Gershwin,Musical,7014,463803,8,22/12/2002,66.1253
Our Town 02,Booth,Play,6091,401917,8,22/12/2002,65.9854
Proof,Walter Kerr,Play,3381,169666,8,22/12/2002,50.1822
Rent,Nederlander,Musical,8749,501200,8,22/12/2002,57.2865
"Say Goodnight, Gracie",Helen Hayes,Play,2409,113384,8,22/12/2002,47.0668
The Graduate,Plymouth,Play,4353,204370,8,22/12/2002,46.9492
The Lion King,New Amsterdam,Musical,14479,1117095,8,22/12/2002,77.1528
The Phantom Of The Opera,Majestic,Musical,9562,558616,8,22/12/2002,58.4204
The Producers,St. James,Musical,12474,1058621,8,22/12/2002,84.8662
Thoroughly Modern Millie,Marquis,Musical,9655,704356,8,22/12/2002,72.9525
Urinetown,Henry Miller,Musical,3381,263503,8,22/12/2002,77.9364
42Nd Street '01,Ford Center,Musical,13342,991324,8,29/12/2002,74.301
Aida,Palace,Musical,12822,978862,8,29/12/2002,76.3424
Beauty And The Beast,Lunt-Fontanne,Musical,12029,922492,8,29/12/2002,76.689
Cabaret 98,Studio 54 ('98),Musical,7045,501851,8,29/12/2002,71.2351
Chicago,Shubert,Musical,11176,815326,8,29/12/2002,72.9533
Dance Of The Vampires,Minskoff,Musical,11566,769268,9,29/12/2002,66.5112
Def Poetry Jam,Longacre,Play,6216,239626,8,29/12/2002,38.5499
Dinner At Eight,Vivian Beaumont,Play,5790,286442,8,29/12/2002,49.4718
Flower Drum Song,Virginia,Musical,7572,603971,8,29/12/2002,79.7637
Frankie And Johnny In The Claire De Lune,Belasco,Play,7672,528274,8,29/12/2002,68.8574
Hairspray,Neil Simon,Musical,11560,1033781,8,29/12/2002,89.4274
Hollywood Arms,Cort,Play,2414,111167,8,29/12/2002,46.051
Imaginary Friends,Ethel Barrymore,Play,3828,256176,8,29/12/2002,66.9216
Into The Woods '02,Broadhurst,Musical,7233,510403,8,29/12/2002,70.5659
La Bohème,Broadway,Musical,13121,977868,8,29/12/2002,74.5269
Les Miserables,Imperial,Musical,10833,834684,8,29/12/2002,77.0501
Mamma Mia!,Cadillac Winter Garden,Musical,12241,1053191,8,29/12/2002,86.038
Man Of La Mancha 02,Martin Beck,Musical,11954,976855,9,29/12/2002,81.7178
Medea 02,Brooks Atkinson,Play,3856,195765,7,29/12/2002,50.7689
Metamorphoses,Circle In The Square,Play,4383,254199,8,29/12/2002,57.9966
Movin' Out,Richard Rodgers,Musical,11946,994376,9,29/12/2002,83.2392
Oklahoma!,Gershwin,Musical,10732,852314,8,29/12/2002,79.418
Our Town 02,Booth,Play,5421,374086,7,29/12/2002,69.0068
Proof,Walter Kerr,Play,4824,274941,7,29/12/2002,56.9944
Rent,Nederlander,Musical,9700,639766,8,29/12/2002,65.9553
"Say Goodnight, Gracie",Helen Hayes,Play,2637,154854,8,29/12/2002,58.7235
The Graduate,Plymouth,Play,5990,327983,8,29/12/2002,54.7551
The Lion King,New Amsterdam,Musical,14532,1277469,8,29/12/2002,87.9073
The Phantom Of The Opera,Majestic,Musical,12571,888801,8,29/12/2002,70.7025
The Producers,St. James,Musical,13631,1160691,8,29/12/2002,85.1508
Thoroughly Modern Millie,Marquis,Musical,11997,973990,8,29/12/2002,81.1861
Urinetown,Henry Miller,Musical,4810,386948,8,29/12/2002,80.4466
Aida,Palace,Musical,10512,712626,8,05/01/2003,67.7917
Beauty And The Beast,Lunt-Fontanne,Musical,11130,785259,8,05/01/2003,70.5534
Cabaret 98,Studio 54 ('98),Musical,6754,439871,8,05/01/2003,65.1275
Chicago,Shubert,Musical,9440,644009,8,05/01/2003,68.2213
Dance Of The Vampires,Minskoff,Musical,8088,476979,7,05/01/2003,58.9737
Def Poetry Jam,Longacre,Play,5714,203163,8,05/01/2003,35.5553
Dinner At Eight,Vivian Beaumont,Play,6674,311409,8,05/01/2003,46.66
Flower Drum Song,Virginia,Musical,6174,420041,8,05/01/2003,68.0339
Frankie And Johnny In The Claire De Lune,Belasco,Play,3649,133280,6,05/01/2003,36.5251
Hairspray,Neil Simon,Musical,11560,1025021,8,05/01/2003,88.6696
Hollywood Arms,Cort,Play,2360,98924,8,05/01/2003,41.9169
Imaginary Friends,Ethel Barrymore,Play,2597,159560,8,05/01/2003,61.4401
La Bohème,Broadway,Musical,13086,1013328,8,05/01/2003,77.436
Les Miserables,Imperial,Musical,11107,854775,8,05/01/2003,76.9582
Mamma Mia!,Cadillac Winter Garden,Musical,12189,1099957,8,05/01/2003,90.2418
Man Of La Mancha 02,Martin Beck,Musical,9044,663414,7,05/01/2003,73.354
Medea 02,Brooks Atkinson,Play,3905,207942,8,05/01/2003,53.2502
Metamorphoses,Circle In The Square,Play,3348,172460,8,05/01/2003,51.5114
Movin' Out,Richard Rodgers,Musical,9022,751690,7,05/01/2003,83.3174
Oklahoma!,Gershwin,Musical,7995,532954,8,05/01/2003,66.6609
Our Town 02,Booth,Play,5455,382272,7,05/01/2003,70.0774
Proof,Walter Kerr,Play,5448,291473,9,05/01/2003,53.5009
Rent,Nederlander,Musical,8460,482924,8,05/01/2003,57.0832
"Say Goodnight, Gracie",Helen Hayes,Play,2314,122370,8,05/01/2003,52.8825
The Graduate,Plymouth,Play,4823,248064,8,05/01/2003,51.4335
The Lion King,New Amsterdam,Musical,14524,1272925,8,05/01/2003,87.6429
The Phantom Of The Opera,Majestic,Musical,11749,789567,8,05/01/2003,67.2029
The Producers,St. James,Musical,13406,1130850,8,05/01/2003,84.354
Thoroughly Modern Millie,Marquis,Musical,10716,790637,8,05/01/2003,73.781
Urinetown,Henry Miller,Musical,4891,347166,8,05/01/2003,70.9806
42Nd Street '01,Ford Center,Musical,11316,622047,8,12/01/2003,54.9706
Aida,Palace,Musical,9293,530542,8,12/01/2003,57.0905
Beauty And The Beast,Lunt-Fontanne,Musical,9384,544947,8,12/01/2003,58.0719
Cabaret 98,Studio 54 ('98),Musical,6656,341237,8,12/01/2003,51.2676
Chicago,Shubert,Musical,9239,514678,8,12/01/2003,55.7071
Dance Of The Vampires,Minskoff,Musical,7925,459784,8,12/01/2003,58.0169
Def Poetry Jam,Longacre,Play,4487,153029,8,12/01/2003,34.105
Dinner At Eight,Vivian Beaumont,Play,7633,336054,8,12/01/2003,44.0265
Flower Drum Song,Virginia,Musical,6468,381192,8,12/01/2003,58.9351
Frankie And Johnny In The Claire De Lune,Belasco,Play,3833,148456,8,12/01/2003,38.731
Hairspray,Neil Simon,Musical,11451,982573,8,12/01/2003,85.8067
Imaginary Friends,Ethel Barrymore,Play,6703,362983,8,12/01/2003,54.1523
La Bohème,Broadway,Musical,11307,870280,8,12/01/2003,76.9682
Les Miserables,Imperial,Musical,9314,647143,8,12/01/2003,69.4807
Mamma Mia!,Cadillac Winter Garden,Musical,10924,934898,8,12/01/2003,85.582
Man Of La Mancha 02,Martin Beck,Musical,9593,668113,8,12/01/2003,69.6459
Medea 02,Brooks Atkinson,Play,4595,218862,7,12/01/2003,47.6305
Metamorphoses,Circle In The Square,Play,4008,171078,8,12/01/2003,42.6841
Movin' Out,Richard Rodgers,Musical,9193,727178,8,12/01/2003,79.1013
Oklahoma!,Gershwin,Musical,7366,379855,8,12/01/2003,51.5687
Our Town 02,Booth,Play,6159,433281,8,12/01/2003,70.3492
Rent,Nederlander,Musical,6557,336873,8,12/01/2003,51.3761
"Say Goodnight, Gracie",Helen Hayes,Play,2625,128501,8,12/01/2003,48.9528
Tartuffe 03,American Airlines,Play,5641,216661,5,12/01/2003,38.4083
The Graduate,Plymouth,Play,5211,255815,8,12/01/2003,49.0913
The Lion King,New Amsterdam,Musical,13677,1055890,8,12/01/2003,77.2019
The Phantom Of The Opera,Majestic,Musical,9402,491155,8,12/01/2003,52.2394
The Producers,St. James,Musical,12343,1028453,8,12/01/2003,83.3228
Thoroughly Modern Millie,Marquis,Musical,9753,643354,8,12/01/2003,65.9647
Urinetown,Henry Miller,Musical,4043,252523,8,12/01/2003,62.4593
42Nd Street '01,Ford Center,Musical,11804,678711,8,19/01/2003,57.4984
Aida,Palace,Musical,10369,613476,8,19/01/2003,59.1644
Beauty And The Beast,Lunt-Fontanne,Musical,9456,569769,8,19/01/2003,60.2548
Cabaret 98,Studio 54 ('98),Musical,6552,350659,8,19/01/2003,53.5194
Chicago,Shubert,Musical,9807,605788,8,19/01/2003,61.771
Dance Of The Vampires,Minskoff,Musical,7721,466619,8,19/01/2003,60.435
Def Poetry Jam,Longacre,Play,4317,143774,8,19/01/2003,33.3041
Dinner At Eight,Vivian Beaumont,Play,7562,339177,8,19/01/2003,44.8528
Flower Drum Song,Virginia,Musical,6710,383259,8,19/01/2003,57.1176
Frankie And Johnny In The Claire De Lune,Belasco,Play,4532,187127,8,19/01/2003,41.2902
Hairspray,Neil Simon,Musical,11455,985100,8,19/01/2003,85.9974
Imaginary Friends,Ethel Barrymore,Play,4732,259052,8,19/01/2003,54.7447
La Bohème,Broadway,Musical,11166,865573,8,19/01/2003,77.5186
Les Miserables,Imperial,Musical,9175,655666,8,19/01/2003,71.4622
Mamma Mia!,Cadillac Winter Garden,Musical,10406,879878,8,19/01/2003,84.5549
Man Of La Mancha 02,Martin Beck,Musical,8184,621521,8,19/01/2003,75.9434
Medea 02,Brooks Atkinson,Play,5112,235515,7,19/01/2003,46.071
Metamorphoses,Circle In The Square,Play,4390,197866,8,19/01/2003,45.072
