Show Name,Show Theatre,Show Type,Attendance,Gross,Performances,Date,Average Ticket Price in week
Wicked,Gershwin,Musical,14472,1401805,8,10/06/2007,96.8633
110 In The Shade,Studio 54,Musical,7231,361312,8,17/06/2007,49.9671
A Chorus Line '06,Schoenfeld,Musical,7381,594431,8,17/06/2007,80.5353
Avenue Q,Golden,Musical,5023,338581,8,17/06/2007,67.4061
Beauty And The Beast,Lunt-Fontanne,Musical,11594,856358,8,17/06/2007,73.8622
Chicago,Ambassador,Musical,6537,456273,8,17/06/2007,69.7985
Company 06,Ethel Barrymore,Musical,4820,274629,8,17/06/2007,56.977
Curtains,Al Hirschfeld,Musical,10362,826185,8,17/06/2007,79.7322
Deuce,Music Box,Play,4621,304830,8,17/06/2007,65.9662
Frost/Nixon,Jacobs,Play,7994,536068,8,17/06/2007,67.0588
Grey Gardens,Walter Kerr,Musical,6436,459289,8,17/06/2007,71.3625
Hairspray,Neil Simon,Musical,10666,700705,8,17/06/2007,65.6952
Inherit The Wind 07,Lyceum,Play,6820,454022,8,17/06/2007,66.5721
Jersey Boys,August Wilson,Musical,9834,1196590,8,17/06/2007,121.6789
Legally Blonde,Palace,Musical,11701,923677,8,17/06/2007,78.94
Les Miserables 2006,Broadhurst,Musical,7482,521809,8,17/06/2007,69.7419
Lovemusik,Biltmore,Musical,4369,267192,8,17/06/2007,61.1563
Mamma Mia!,Winter Garden,Musical,11673,870297,8,17/06/2007,74.5564
Mary Poppins,New Amsterdam,Musical,14171,1193083,8,17/06/2007,84.1919
Monty Python'S Spamalot,Shubert,Musical,10334,786702,8,17/06/2007,76.1275
Radio Golf,Cort,Play,3869,165591,8,17/06/2007,42.7994
Rent,Nederlander,Musical,5509,301074,8,17/06/2007,54.6513
Spring Awakening,Eugene O'Neill,Musical,8681,725293,8,17/06/2007,83.5495
Talk Radio,Longacre,Play,4059,224033,8,17/06/2007,55.1941
Tarzan,Richard Rodgers,Musical,7943,516251,8,17/06/2007,64.9945
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4055,227206,8,17/06/2007,56.0311
The Color Purple,Broadway,Musical,11917,946342,8,17/06/2007,79.4111
The Drowsy Chaperone,Marquis,Musical,7948,549604,8,17/06/2007,69.15
The Lion King,Minskoff,Musical,13235,1243095,8,17/06/2007,93.9248
The Phantom Of The Opera,Majestic,Musical,11953,777595,8,17/06/2007,65.0544
The Pirate Queen,Hilton Theatre,Musical,7759,458150,8,17/06/2007,59.0476
The Year Of Magical Thinking,Booth,Play,3641,264219,7,17/06/2007,72.5677
Wicked,Gershwin,Musical,14472,1426820,8,17/06/2007,98.5918
110 In The Shade,Studio 54,Musical,6804,349945,8,24/06/2007,51.4322
A Chorus Line '06,Schoenfeld,Musical,7857,635930,8,24/06/2007,80.938
Avenue Q,Golden,Musical,5505,385292,8,24/06/2007,69.9895
Beauty And The Beast,Lunt-Fontanne,Musical,11921,924185,8,24/06/2007,77.5258
Chicago,Ambassador,Musical,7023,493790,8,24/06/2007,70.3104
Company 06,Ethel Barrymore,Musical,5475,331306,8,24/06/2007,60.5125
Curtains,Al Hirschfeld,Musical,10338,829354,8,24/06/2007,80.2238
Deuce,Music Box,Play,4557,285729,8,24/06/2007,62.7011
Frost/Nixon,Jacobs,Play,8057,551714,8,24/06/2007,68.4764
Grey Gardens,Walter Kerr,Musical,6335,465615,8,24/06/2007,73.4988
Hairspray,Neil Simon,Musical,11290,752439,8,24/06/2007,66.6465
Inherit The Wind 07,Lyceum,Play,7014,470073,8,24/06/2007,67.0192
Jersey Boys,August Wilson,Musical,9850,1223626,8,24/06/2007,124.226
Legally Blonde,Palace,Musical,12688,1003282,8,24/06/2007,79.0733
Les Miserables 2006,Broadhurst,Musical,7621,522050,8,24/06/2007,68.5015
Lovemusik,Biltmore,Musical,3548,198120,8,24/06/2007,55.8399
Mamma Mia!,Winter Garden,Musical,11963,904319,8,24/06/2007,75.593
Mary Poppins,New Amsterdam,Musical,14343,1213951,8,24/06/2007,84.6372
Monty Python'S Spamalot,Shubert,Musical,10689,818066,8,24/06/2007,76.5334
Radio Golf,Cort,Play,4087,173307,8,24/06/2007,42.4045
Rent,Nederlander,Musical,6138,334930,8,24/06/2007,54.5666
Spring Awakening,Eugene O'Neill,Musical,8591,721071,8,24/06/2007,83.9333
Talk Radio,Longacre,Play,5516,319853,8,24/06/2007,57.9864
Tarzan,Richard Rodgers,Musical,9130,605781,8,24/06/2007,66.3506
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4135,239903,8,24/06/2007,58.0177
The Color Purple,Broadway,Musical,12908,1029992,8,24/06/2007,79.7949
The Drowsy Chaperone,Marquis,Musical,8737,599469,8,24/06/2007,68.6127
The Lion King,Minskoff,Musical,13236,1249073,8,24/06/2007,94.3694
The Phantom Of The Opera,Majestic,Musical,11383,756381,8,24/06/2007,66.4483
The Year Of Magical Thinking,Booth,Play,3595,246778,7,24/06/2007,68.6448
Wicked,Gershwin,Musical,14472,1445474,8,24/06/2007,99.8807
110 In The Shade,Studio 54,Musical,6972,352681,8,01/07/2007,50.5853
A Chorus Line '06,Schoenfeld,Musical,8023,623863,8,01/07/2007,77.7593
Avenue Q,Golden,Musical,5697,378310,8,01/07/2007,66.4051
Beauty And The Beast,Lunt-Fontanne,Musical,11990,960051,8,01/07/2007,80.071
Chicago,Ambassador,Musical,7164,495525,8,01/07/2007,69.1688
Company 06,Ethel Barrymore,Musical,7007,448158,8,01/07/2007,63.9586
Curtains,Al Hirschfeld,Musical,10352,801780,8,01/07/2007,77.4517
Deuce,Music Box,Play,3969,233648,8,01/07/2007,58.8682
Frost/Nixon,Jacobs,Play,7365,505947,8,01/07/2007,68.6961
Grey Gardens,Walter Kerr,Musical,6048,439922,8,01/07/2007,72.7384
Hairspray,Neil Simon,Musical,11210,738402,8,01/07/2007,65.8699
Inherit The Wind 07,Lyceum,Play,7196,478375,8,01/07/2007,66.4779
Jersey Boys,August Wilson,Musical,9850,1179974,8,01/07/2007,119.7943
Legally Blonde,Palace,Musical,11439,906422,8,01/07/2007,79.2396
Les Miserables 2006,Broadhurst,Musical,8187,546898,8,01/07/2007,66.8008
Mamma Mia!,Winter Garden,Musical,11847,883218,8,01/07/2007,74.552
Mary Poppins,New Amsterdam,Musical,14282,1205797,8,01/07/2007,84.4277
Monty Python'S Spamalot,Shubert,Musical,10639,783971,8,01/07/2007,73.6884
Old Acquaintance,American Airlines,Play,3132,132766,5,01/07/2007,42.3902
Radio Golf,Cort,Play,6006,255162,8,01/07/2007,42.4845
Rent,Nederlander,Musical,6440,339504,8,01/07/2007,52.718
Spring Awakening,Eugene O'Neill,Musical,8570,758196,8,01/07/2007,88.4709
Tarzan,Richard Rodgers,Musical,9803,635186,8,01/07/2007,64.7951
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4424,244970,8,01/07/2007,55.373
The Color Purple,Broadway,Musical,12090,926854,8,01/07/2007,76.6629
The Drowsy Chaperone,Marquis,Musical,8151,531878,8,01/07/2007,65.2531
The Lion King,Minskoff,Musical,13237,1271337,8,01/07/2007,96.0442
The Phantom Of The Opera,Majestic,Musical,11290,734261,8,01/07/2007,65.0364
The Year Of Magical Thinking,Booth,Play,3358,213867,7,01/07/2007,63.6888
Wicked,Gershwin,Musical,14472,1455985,8,01/07/2007,100.607
110 In The Shade,Studio 54,Musical,6705,338931,8,08/07/2007,50.549
A Chorus Line '06,Schoenfeld,Musical,8359,614864,8,08/07/2007,73.5571
Avenue Q,Golden,Musical,5966,386244,8,08/07/2007,64.7409
Beauty And The Beast,Lunt-Fontanne,Musical,12049,1022100,8,08/07/2007,84.8286
Chicago,Ambassador,Musical,7569,536245,8,08/07/2007,70.8475
Curtains,Al Hirschfeld,Musical,10252,726533,8,08/07/2007,70.8674
Deuce,Music Box,Play,3582,185260,8,08/07/2007,51.7197
Frost/Nixon,Jacobs,Play,7415,472168,8,08/07/2007,63.6774
Grey Gardens,Walter Kerr,Musical,5461,369860,7,08/07/2007,67.7275
Hairspray,Neil Simon,Musical,10829,740344,8,08/07/2007,68.3668
Inherit The Wind 07,Lyceum,Play,7296,479551,8,08/07/2007,65.7279
Jersey Boys,August Wilson,Musical,9839,1160479,8,08/07/2007,117.9468
Legally Blonde,Palace,Musical,11597,885417,8,08/07/2007,76.3488
Les Miserables 2006,Broadhurst,Musical,8829,555003,8,08/07/2007,62.8614
Mamma Mia!,Winter Garden,Musical,11596,877711,8,08/07/2007,75.6908
Mary Poppins,New Amsterdam,Musical,14145,1152408,8,08/07/2007,81.471
Monty Python'S Spamalot,Shubert,Musical,10910,785096,8,08/07/2007,71.9611
Old Acquaintance,American Airlines,Play,3004,115165,8,08/07/2007,38.3372
Rent,Nederlander,Musical,6672,365819,8,08/07/2007,54.829
Spring Awakening,Eugene O'Neill,Musical,8619,775375,8,08/07/2007,89.9611
Tarzan,Richard Rodgers,Musical,10379,662849,8,08/07/2007,63.8644
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4191,222659,8,08/07/2007,53.1279
The Color Purple,Broadway,Musical,12444,903527,8,08/07/2007,72.6074
The Drowsy Chaperone,Marquis,Musical,8730,546616,8,08/07/2007,62.6135
The Lion King,Minskoff,Musical,12999,1265226,8,08/07/2007,97.3326
The Phantom Of The Opera,Majestic,Musical,12003,778910,8,08/07/2007,64.8929
Wicked,Gershwin,Musical,14472,1469948,8,08/07/2007,101.5719
110 In The Shade,Studio 54,Musical,7400,410515,8,15/07/2007,55.475
A Chorus Line '06,Schoenfeld,Musical,7631,562586,8,15/07/2007,73.7238
Avenue Q,Golden,Musical,5585,380003,8,15/07/2007,68.0399
Beauty And The Beast,Lunt-Fontanne,Musical,12059,1095124,8,15/07/2007,90.8138
Chicago,Ambassador,Musical,7920,552860,8,15/07/2007,69.8056
Curtains,Al Hirschfeld,Musical,10595,821457,8,15/07/2007,77.5325
Deuce,Music Box,Play,3494,193561,8,15/07/2007,55.3981
Frost/Nixon,Jacobs,Play,7725,534389,8,15/07/2007,69.1766
Grey Gardens,Walter Kerr,Musical,6575,485807,8,15/07/2007,73.887
Hairspray,Neil Simon,Musical,11499,809462,8,15/07/2007,70.3941
Jersey Boys,August Wilson,Musical,9853,1211053,8,15/07/2007,122.9121
Legally Blonde,Palace,Musical,11351,939285,8,15/07/2007,82.7491
Les Miserables 2006,Broadhurst,Musical,7807,527806,8,15/07/2007,67.6068
Mamma Mia!,Winter Garden,Musical,12005,940187,8,15/07/2007,78.3163
Mary Poppins,New Amsterdam,Musical,14098,1191101,8,15/07/2007,84.4872
Monty Python'S Spamalot,Shubert,Musical,10576,788409,8,15/07/2007,74.547
Old Acquaintance,American Airlines,Play,4023,176162,8,15/07/2007,43.7887
Rent,Nederlander,Musical,5772,307926,8,15/07/2007,53.3482
Spring Awakening,Eugene O'Neill,Musical,8516,769264,8,15/07/2007,90.3316
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,3992,226323,8,15/07/2007,56.6941
The Color Purple,Broadway,Musical,12280,974904,8,15/07/2007,79.3896
The Drowsy Chaperone,Marquis,Musical,7988,523516,8,15/07/2007,65.5378
The Lion King,Minskoff,Musical,13233,1291898,8,15/07/2007,97.627
The Phantom Of The Opera,Majestic,Musical,11931,790363,8,15/07/2007,66.2445
The Year Of Magical Thinking,Booth,Play,4178,217751,7,15/07/2007,52.1185
Wicked,Gershwin,Musical,14472,1468400,8,15/07/2007,101.4649
Xanadu,Helen Hayes,Musical,3560,230521,8,15/07/2007,64.7531
110 In The Shade,Studio 54,Musical,6364,323984,8,22/07/2007,50.9089
A Chorus Line '06,Schoenfeld,Musical,8069,585571,8,22/07/2007,72.5705
Avenue Q,Golden,Musical,5801,386063,8,22/07/2007,66.5511
Beauty And The Beast,Lunt-Fontanne,Musical,12082,1139499,8,22/07/2007,94.3138
Chicago,Ambassador,Musical,8028,572445,8,22/07/2007,71.3061
Curtains,Al Hirschfeld,Musical,10805,837138,8,22/07/2007,77.4769
Deuce,Music Box,Play,3411,178253,8,22/07/2007,52.2583
Frost/Nixon,Jacobs,Play,6898,498439,8,22/07/2007,72.2585
Grey Gardens,Walter Kerr,Musical,6976,536414,8,22/07/2007,76.8942
Hairspray,Neil Simon,Musical,11445,865744,8,22/07/2007,75.6439
Jersey Boys,August Wilson,Musical,9853,1197014,8,22/07/2007,121.4873
Legally Blonde,Palace,Musical,11381,946840,8,22/07/2007,83.1948
Les Miserables 2006,Broadhurst,Musical,8475,573960,8,22/07/2007,67.7239
Mamma Mia!,Winter Garden,Musical,12001,935608,8,22/07/2007,77.9608
Mary Poppins,New Amsterdam,Musical,14282,1226944,8,22/07/2007,85.9084
Monty Python'S Spamalot,Shubert,Musical,10699,816150,8,22/07/2007,76.2828
Old Acquaintance,American Airlines,Play,3628,155086,8,22/07/2007,42.747
Rent,Nederlander,Musical,6144,344749,8,22/07/2007,56.1115
Spring Awakening,Eugene O'Neill,Musical,8536,783104,8,22/07/2007,91.7413
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4376,246647,8,22/07/2007,56.3636
The Color Purple,Broadway,Musical,11640,926764,8,22/07/2007,79.6189
The Drowsy Chaperone,Marquis,Musical,8813,562669,8,22/07/2007,63.8453
The Lion King,Minskoff,Musical,13234,1283279,8,22/07/2007,96.9683
The Phantom Of The Opera,Majestic,Musical,12359,825482,8,22/07/2007,66.792
The Year Of Magical Thinking,Booth,Play,3450,181193,7,22/07/2007,52.5197
Wicked,Gershwin,Musical,14472,1472649,8,22/07/2007,101.7585
Xanadu,Helen Hayes,Musical,4152,295463,8,22/07/2007,71.1616
110 In The Shade,Studio 54,Musical,7148,361161,8,29/07/2007,50.5262
A Chorus Line '06,Schoenfeld,Musical,8236,584582,8,29/07/2007,70.9789
Avenue Q,Golden,Musical,5100,387883,8,29/07/2007,76.0555
Beauty And The Beast,Lunt-Fontanne,Musical,12080,1041283,8,29/07/2007,86.1989
Chicago,Ambassador,Musical,8276,603304,8,29/07/2007,72.898
Curtains,Al Hirschfeld,Musical,10850,817700,8,29/07/2007,75.3641
Deuce,Music Box,Play,3247,165085,8,29/07/2007,50.8423
Frost/Nixon,Jacobs,Play,7271,512605,8,29/07/2007,70.4999
Grey Gardens,Walter Kerr,Musical,7366,677169,8,29/07/2007,91.9317
Hairspray,Neil Simon,Musical,11558,887500,8,29/07/2007,76.7866
Jersey Boys,August Wilson,Musical,9848,1212550,8,29/07/2007,123.1265
Legally Blonde,Palace,Musical,12058,1006075,8,29/07/2007,83.4363
Les Miserables 2006,Broadhurst,Musical,8744,587025,8,29/07/2007,67.1346
Mamma Mia!,Winter Garden,Musical,12093,935954,8,29/07/2007,77.3963
Mary Poppins,New Amsterdam,Musical,14416,1233430,8,29/07/2007,85.5598
Monty Python'S Spamalot,Shubert,Musical,10989,815370,8,29/07/2007,74.1987
Old Acquaintance,American Airlines,Play,3682,152400,8,29/07/2007,41.3905
Rent,Nederlander,Musical,6375,379071,8,29/07/2007,59.4621
Spring Awakening,Eugene O'Neill,Musical,8527,789652,8,29/07/2007,92.6061
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4743,260585,8,29/07/2007,54.941
The Color Purple,Broadway,Musical,11323,865975,8,29/07/2007,76.4793
The Drowsy Chaperone,Marquis,Musical,8840,561985,8,29/07/2007,63.573
The Lion King,Minskoff,Musical,13235,1311914,8,29/07/2007,99.1246
The Phantom Of The Opera,Majestic,Musical,12543,839584,8,29/07/2007,66.9365
The Year Of Magical Thinking,Booth,Play,2773,150431,7,29/07/2007,54.2485
Wicked,Gershwin,Musical,14472,1480955,8,29/07/2007,102.3324
Xanadu,Helen Hayes,Musical,4507,334388,8,29/07/2007,74.193
A Chorus Line '06,Schoenfeld,Musical,8122,580396,8,05/08/2007,71.4597
Avenue Q,Golden,Musical,5549,415921,8,05/08/2007,74.9542
Chicago,Ambassador,Musical,8187,598008,8,05/08/2007,73.0436
Curtains,Al Hirschfeld,Musical,10816,826358,8,05/08/2007,76.4014
Deuce,Music Box,Play,3512,180315,8,05/08/2007,51.3425
Frost/Nixon,Jacobs,Play,7465,521048,8,05/08/2007,69.7988
Hairspray,Neil Simon,Musical,11555,894488,8,05/08/2007,77.4113
Jersey Boys,August Wilson,Musical,9850,1211816,8,05/08/2007,123.027
Legally Blonde,Palace,Musical,11777,1003305,8,05/08/2007,85.1919
Les Miserables 2006,Broadhurst,Musical,8507,576094,8,05/08/2007,67.72
Mamma Mia!,Winter Garden,Musical,12082,947504,8,05/08/2007,78.4228
Mary Poppins,New Amsterdam,Musical,14437,1222675,8,05/08/2007,84.6904
Monty Python'S Spamalot,Shubert,Musical,11178,854452,8,05/08/2007,76.4405
Old Acquaintance,American Airlines,Play,3789,159121,8,05/08/2007,41.9955
Rent,Nederlander,Musical,9520,632966,8,05/08/2007,66.488
Spring Awakening,Eugene O'Neill,Musical,8677,804060,8,05/08/2007,92.6657
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4828,281847,8,05/08/2007,58.3776
The Color Purple,Broadway,Musical,13159,1044382,8,05/08/2007,79.3664
The Drowsy Chaperone,Marquis,Musical,9259,579122,8,05/08/2007,62.5469
The Lion King,Minskoff,Musical,13235,1324689,8,05/08/2007,100.0898
The Phantom Of The Opera,Majestic,Musical,12618,853923,8,05/08/2007,67.675
The Year Of Magical Thinking,Booth,Play,3052,169891,7,05/08/2007,55.6655
Wicked,Gershwin,Musical,14472,1489919,8,05/08/2007,102.9518
Xanadu,Helen Hayes,Musical,4320,356753,8,05/08/2007,82.5817
A Chorus Line '06,Schoenfeld,Musical,8305,597156,8,12/08/2007,71.9032
Avenue Q,Golden,Musical,5622,417136,8,12/08/2007,74.1971
Chicago,Ambassador,Musical,7981,580147,8,12/08/2007,72.691
Curtains,Al Hirschfeld,Musical,10642,801404,8,12/08/2007,75.3058
Deuce,Music Box,Play,3380,168945,8,12/08/2007,49.9837
Frost/Nixon,Jacobs,Play,7837,566563,8,12/08/2007,72.2934
Hairspray,Neil Simon,Musical,11529,901232,8,12/08/2007,78.1709
Jersey Boys,August Wilson,Musical,9844,1207628,8,12/08/2007,122.6766
Legally Blonde,Palace,Musical,10911,949783,8,12/08/2007,87.0482
Les Miserables 2006,Broadhurst,Musical,8671,591153,8,12/08/2007,68.1759
Mamma Mia!,Winter Garden,Musical,12003,944430,8,12/08/2007,78.6828
Mary Poppins,New Amsterdam,Musical,14306,1217197,8,12/08/2007,85.083
Monty Python'S Spamalot,Shubert,Musical,11025,827102,8,12/08/2007,75.0206
Old Acquaintance,American Airlines,Play,3714,158505,8,12/08/2007,42.6777
Rent,Nederlander,Musical,9499,633919,8,12/08/2007,66.7353
Spring Awakening,Eugene O'Neill,Musical,8764,826146,8,12/08/2007,94.2659
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4631,261987,8,12/08/2007,56.5724
The Color Purple,Broadway,Musical,13047,1004966,8,12/08/2007,77.0266
The Drowsy Chaperone,Marquis,Musical,8829,551686,8,12/08/2007,62.4857
The Lion King,Minskoff,Musical,13234,1320574,8,12/08/2007,99.7865
The Phantom Of The Opera,Majestic,Musical,12552,860794,8,12/08/2007,68.5782
The Year Of Magical Thinking,Booth,Play,3022,162264,7,12/08/2007,53.6942
Wicked,Gershwin,Musical,14472,1492271,8,12/08/2007,103.1144
Xanadu,Helen Hayes,Musical,4244,357527,8,12/08/2007,84.2429
A Chorus Line '06,Schoenfeld,Musical,7917,573132,8,19/08/2007,72.3926
Avenue Q,Golden,Musical,5380,398512,8,19/08/2007,74.0729
Chicago,Ambassador,Musical,8066,563135,8,19/08/2007,69.8159
Curtains,Al Hirschfeld,Musical,10700,794932,8,19/08/2007,74.2927
Deuce,Music Box,Play,4000,201612,8,19/08/2007,50.403
Frost/Nixon,Jacobs,Play,7955,578717,8,19/08/2007,72.7488
Grease 07,Brooks Atkinson,Musical,8554,742206,1,19/08/2007,86.7671
Hairspray,Neil Simon,Musical,11554,884586,8,19/08/2007,76.561
Jersey Boys,August Wilson,Musical,9853,1233108,8,19/08/2007,125.1505
Legally Blonde,Palace,Musical,11777,973641,8,19/08/2007,82.6731
Les Miserables 2006,Broadhurst,Musical,8367,568696,8,19/08/2007,67.9689
Mamma Mia!,Winter Garden,Musical,11995,927396,8,19/08/2007,77.3152
Mary Poppins,New Amsterdam,Musical,14240,1162963,8,19/08/2007,81.6688
Monty Python'S Spamalot,Shubert,Musical,10768,800296,8,19/08/2007,74.3217
Old Acquaintance,American Airlines,Play,3775,163330,8,19/08/2007,43.2662
Rent,Nederlander,Musical,9422,611973,8,19/08/2007,64.9515
Spring Awakening,Eugene O'Neill,Musical,8819,819706,8,19/08/2007,92.9477
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4133,242832,8,19/08/2007,58.7544
The Color Purple,Broadway,Musical,11420,896868,8,19/08/2007,78.5349
The Drowsy Chaperone,Marquis,Musical,8575,547131,8,19/08/2007,63.8054
The Lion King,Minskoff,Musical,13237,1322864,8,19/08/2007,99.9368
The Phantom Of The Opera,Majestic,Musical,12525,857961,8,19/08/2007,68.4999
The Year Of Magical Thinking,Booth,Play,3178,172132,7,19/08/2007,54.1636
Wicked,Gershwin,Musical,14472,1483860,8,19/08/2007,102.5332
Xanadu,Helen Hayes,Musical,4058,343639,8,19/08/2007,84.6819
A Chorus Line '06,Schoenfeld,Musical,7394,525860,8,26/08/2007,71.1198
Avenue Q,Golden,Musical,5230,376236,8,26/08/2007,71.938
Chicago,Ambassador,Musical,7493,516963,8,26/08/2007,68.9928
Curtains,Al Hirschfeld,Musical,10179,748530,8,26/08/2007,73.5367
Grease 07,Brooks Atkinson,Musical,8634,818991,8,26/08/2007,94.8565
Hairspray,Neil Simon,Musical,11395,838339,8,26/08/2007,73.5708
Jersey Boys,August Wilson,Musical,9856,1181381,8,26/08/2007,119.8641
Legally Blonde,Palace,Musical,10950,889060,8,26/08/2007,81.1927
Les Miserables 2006,Broadhurst,Musical,7912,476593,8,26/08/2007,60.2367
Mamma Mia!,Winter Garden,Musical,11598,892772,8,26/08/2007,76.9764
Mary Poppins,New Amsterdam,Musical,13024,1065650,8,26/08/2007,81.822
Monty Python'S Spamalot,Shubert,Musical,10603,776856,8,26/08/2007,73.2676
Rent,Nederlander,Musical,8854,576856,8,26/08/2007,65.152
Spring Awakening,Eugene O'Neill,Musical,8834,788259,8,26/08/2007,89.2301
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,3877,218792,8,26/08/2007,56.4333
The Color Purple,Broadway,Musical,12143,966826,8,26/08/2007,79.62
The Drowsy Chaperone,Marquis,Musical,7426,444149,8,26/08/2007,59.81
The Lion King,Minskoff,Musical,13159,1303298,8,26/08/2007,99.0423
The Phantom Of The Opera,Majestic,Musical,11356,759911,8,26/08/2007,66.9171
The Year Of Magical Thinking,Booth,Play,3824,215766,7,26/08/2007,56.4242
Wicked,Gershwin,Musical,14472,1472393,8,26/08/2007,101.7408
Xanadu,Helen Hayes,Musical,4096,341527,8,26/08/2007,83.3806
A Chorus Line '06,Schoenfeld,Musical,7576,542057,8,02/09/2007,71.5492
Avenue Q,Golden,Musical,5836,414826,8,02/09/2007,71.0805
Chicago,Ambassador,Musical,7440,519366,8,02/09/2007,69.8073
Curtains,Al Hirschfeld,Musical,10507,798315,8,02/09/2007,75.9793
Grease 07,Brooks Atkinson,Musical,8656,892270,8,02/09/2007,103.0811
Hairspray,Neil Simon,Musical,11385,856831,8,02/09/2007,75.2596
Jersey Boys,August Wilson,Musical,9850,1236877,8,02/09/2007,125.5713
Legally Blonde,Palace,Musical,11424,900393,8,02/09/2007,78.8159
Les Miserables 2006,Broadhurst,Musical,7704,476860,8,02/09/2007,61.8977
Mamma Mia!,Winter Garden,Musical,11896,917454,8,02/09/2007,77.1229
Mary Poppins,New Amsterdam,Musical,13830,1097633,8,02/09/2007,79.3661
Monty Python'S Spamalot,Shubert,Musical,10933,792039,8,02/09/2007,72.4448
Rent,Nederlander,Musical,8259,527448,8,02/09/2007,63.8634
Spring Awakening,Eugene O'Neill,Musical,8709,763857,8,02/09/2007,87.7089
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,4662,264580,8,02/09/2007,56.7525
The Color Purple,Broadway,Musical,11969,976236,8,02/09/2007,81.5637
The Drowsy Chaperone,Marquis,Musical,7980,523623,8,02/09/2007,65.6169
The Lion King,Minskoff,Musical,13050,1262397,8,02/09/2007,96.7354
The Phantom Of The Opera,Majestic,Musical,10739,735090,8,02/09/2007,68.4505
Wicked,Gershwin,Musical,14472,1480508,8,02/09/2007,102.3015
Xanadu,Helen Hayes,Musical,4358,344555,8,02/09/2007,79.0626
A Chorus Line '06,Schoenfeld,Musical,6974,382717,8,09/09/2007,54.8777
Avenue Q,Golden,Musical,3569,233515,8,09/09/2007,65.4287
Chicago,Ambassador,Musical,4908,337550,8,09/09/2007,68.7755
Curtains,Al Hirschfeld,Musical,8301,635135,8,09/09/2007,76.5131
Grease 07,Brooks Atkinson,Musical,7647,788021,8,09/09/2007,103.0497
Hairspray,Neil Simon,Musical,7988,563037,8,09/09/2007,70.4854
Jersey Boys,August Wilson,Musical,9844,1219366,8,09/09/2007,123.869
Legally Blonde,Palace,Musical,7961,576675,8,09/09/2007,72.4375
Les Miserables 2006,Broadhurst,Musical,4957,314827,8,09/09/2007,63.5116
Mamma Mia!,Winter Garden,Musical,10050,765506,8,09/09/2007,76.1698
Mary Poppins,New Amsterdam,Musical,9820,750678,8,09/09/2007,76.4438
Monty Python'S Spamalot,Shubert,Musical,6799,495470,8,09/09/2007,72.874
Rent,Nederlander,Musical,5947,380983,8,09/09/2007,64.0631
Spring Awakening,Eugene O'Neill,Musical,7771,657079,8,09/09/2007,84.5553
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,3323,175327,8,09/09/2007,52.7617
The Color Purple,Broadway,Musical,9283,684612,8,09/09/2007,73.749
The Drowsy Chaperone,Marquis,Musical,7237,430666,8,09/09/2007,59.5089
The Lion King,Minskoff,Musical,10637,943947,8,09/09/2007,88.7418
The Phantom Of The Opera,Majestic,Musical,7797,517439,8,09/09/2007,66.3639
Wicked,Gershwin,Musical,14177,1383807,8,09/09/2007,97.6093
Xanadu,Helen Hayes,Musical,3193,246547,8,09/09/2007,77.2148
A Chorus Line '06,Schoenfeld,Musical,7571,426490,8,16/09/2007,56.3321
Avenue Q,Golden,Musical,5314,295263,8,16/09/2007,55.5632
Chicago,Ambassador,Musical,6014,417238,8,16/09/2007,69.3778
Curtains,Al Hirschfeld,Musical,8947,686394,8,16/09/2007,76.7178
Grease 07,Brooks Atkinson,Musical,7454,756849,8,16/09/2007,101.536
Hairspray,Neil Simon,Musical,9272,630581,8,16/09/2007,68.0092
Jersey Boys,August Wilson,Musical,9851,1208017,8,16/09/2007,122.6289
Legally Blonde,Palace,Musical,8117,573963,8,16/09/2007,70.7112
Les Miserables 2006,Broadhurst,Musical,5664,341454,8,16/09/2007,60.285
Mamma Mia!,Winter Garden,Musical,10830,832533,8,16/09/2007,76.8729
Mary Poppins,New Amsterdam,Musical,11135,825587,8,16/09/2007,74.1434
Monty Python'S Spamalot,Shubert,Musical,7789,560395,8,16/09/2007,71.947
Rent,Nederlander,Musical,5357,262053,8,16/09/2007,48.9179
Spring Awakening,Eugene O'Neill,Musical,7516,612591,8,16/09/2007,81.5049
The 25Th Annual Putnam County Spelling Bee,Circle In The Square,Musical,3425,174847,8,16/09/2007,51.0502
The Color Purple,Broadway,Musical,10677,773771,8,16/09/2007,72.4708
The Drowsy Chaperone,Marquis,Musical,8256,487005,8,16/09/2007,58.988
The Lion King,Minskoff,Musical,11383,987013,8,16/09/2007,86.7094
